COM_LOCALIZACAO,COM_NOME,BLOB_PRESENTE,BLOB_FORMAT_DETECTADO,BLOB_WxH,FILE_SALVO,STATUS,COM_ULTIMA_ALTERACAO
UFOP EM CASA - ALCAÇUZ JOÃO PAULO AVELAR E IAIÁ DRIMOND.mp4,UFOP EM CASA - ALCAÇUZ JOÃO PAULO AVELAR E IAIÁ DRIMOND,1,BMP,160x90,C:\EPG\thumbs\UFOP EM CASA - ALCAÇUZ JOÃO PAULO AVELAR E IAIÁ DRIMOND.jpg,OK,2025-08-25 10:11:11.408000
CRIANCA ALFABETIZADA - EP 10.mp4,CRIANÇA ALFABETIZADA - EP10 - GESTÃO ESCOLAR,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 10:10:47.559000
UFOP EM CASA - CIRO MENDES E THIAGO CALDEIRA.mp4,UFOP EM CASA - CIRO MENDES E THIAGO CALDEIRA,1,BMP,160x90,C:\EPG\thumbs\UFOP EM CASA - CIRO MENDES E THIAGO CALDEIRA.jpg,OK,2025-08-25 10:14:04.030000
UFOP EM CASA - JOÃO PAULO AVELAR - RETRATO DA VIDA.mp4,UFOP EM CASA - JOÃO PAULO AVELAR - RETRATO DA VIDA,1,BMP,160x90,C:\EPG\thumbs\UFOP EM CASA - JOÃO PAULO AVELAR - RETRATO DA VIDA.jpg,OK,2025-08-25 10:17:12.278000
UFOP EXPLICA - GRUPOS TEATRAIS NO BRASIL E NO MUNDO.mp4,UFOP EXPLICA - GRUPOS TEATRAIS NO BRASIL E NO MUNDO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:51:08.823000
FIU - COLETIVOS - PERIACTOI.mp4,FIU - COLETIVOS - PERIACTOI,1,BMP,160x90,C:\EPG\thumbs\FIU - COLETIVOS - PERIACTOI.jpg,OK,2025-08-05 14:49:58.922000
UFOP EM CASA - LETÍCIA AFONSO E ERIC MOREIRA.mp4,UFOP EM CASA - LETÍCIA AFONSO E ERIC MOREIRA,1,BMP,160x90,C:\EPG\thumbs\UFOP EM CASA - LETÍCIA AFONSO E ERIC MOREIRA.jpg,OK,2025-08-25 10:19:28.770000
VOZES DO CARIRI - EP5 - BLOCO 1.mp4,VOZES DO CARIRI (2023) - EP5 - JUAZEIRO DO NORTE ,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI - EP5 - BLOCO 1.jpg,OK,2025-09-15 09:39:58.540000
VOZES DO CARIRI - EP5 - BLOCO 2.mp4,VOZES DO CARIRI (2023) - EP5 - JUAZEIRO DO NORTE ,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI - EP5 - BLOCO 2.jpg,OK,2025-09-15 09:40:05.293000
REPORTAGEM - DESAPARECIMENTOS REGIÃO INCONFIDENTES.mp4,REPORTAGEM - DESAPARECIMENTOS NA REGIÃO,1,BMP,160x90,C:\EPG\thumbs\REPORTAGEM - DESAPARECIMENTOS REGIÃO INCONFIDENTES.jpg,OK,2025-08-26 13:06:09.035000
VOZES DO CARIRI - EP6 - BLOCO 1.mp4,VOZES DO CARIRI (2023) - EP6 - MISSÃO VELHA,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI - EP6 - BLOCO 1.jpg,OK,2025-09-15 09:40:29.123000
VOZES DO CARIRI - EP5 - BLOCO 3.mp4,VOZES DO CARIRI (2023) - EP5 - JUAZEIRO DO NORTE ,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI - EP5 - BLOCO 3.jpg,OK,2025-09-15 09:40:11.324000
"UFOP EXPLICA - ALIMENTOS LIGHT, DIET E ZERO.mp4","UFOP EXPLICA - ALIMENTOS LIGHT, DIET E ZERO",1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:51:04.303000
BOLETIM - INSCRIÇÕES CRECHE REGIÃO.mp4,BOLETIM - ABERTA AS INSCRIÇÕES PARA CRECHES,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:47:49.029000
BOLETIM - REFIS MARIANA 2025.mp4,BOLETIM - REFIS MARIANA 2025,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:47:51.144000
FIGLI DEL LAVORO I EP. 1 - RECOMECO.mp4,FIGLI DEL LAVORO - EP1 - RECOMEÇO,1,BMP,160x90,C:\EPG\thumbs\FIGLI DEL LAVORO I EP. 1 - RECOMECO.jpg,OK,2025-08-29 10:08:28.798000
(IN)CONFIDÊNCIAS - EP5 - ROGER CHARTIER.mp4,(IN)CONFIDÊNCIAS (2025) - EP5 - ROGER CHARTIER,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-16 14:55:27.536000
IAGORA ENTREVISTA I TRANSFORMANDO A EDUCAÇÃO COM IA.mp4,IAGORA ENTREVISTA - TRANSFORMANDO A EDUCAÇÃO ,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I TRANSFORMANDO A EDUCAÇÃO COM IA.jpg,OK,2025-09-02 13:39:11.852000
(IN)CONFIDÊNCIAS - EP6 - ROGER CHARTIER.mp4,(IN)CONFIDÊNCIAS (2025) - EP6 - ROGER CHARTIER,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-16 14:55:31.826000
IAGORA ENTREVISTA I CAMINHOS DA IA NA EDUCAÇÃO.mp4,IAGORA ENTREVISTA - CAMINHOS DA IA NA EDUCAÇÃO,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I CAMINHOS DA IA NA EDUCAÇÃO.jpg,OK,2025-09-02 10:42:36.863000
IAGORA ENTREVISTA I TECNOLOGIAS DIGITAIS NA EDUCAÇÃO.mp4,IAGORA ENTREVISTA - TECNOLOGIAS DIGITAIS ,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I TECNOLOGIAS DIGITAIS NA EDUCAÇÃO.jpg,OK,2025-09-02 13:38:44.528000
IAGORA ENTREVISTA I IMPACTO DA IA NO DESENVOLVIMENTO COGNITIVO.mp4,IAGORA ENTREVISTA - DESENVOLVIMENTO COGNITIVO,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I IMPACTO DA IA NO DESENVOLVIMENTO COGNITIVO.jpg,OK,2025-09-02 13:35:22.997000
IAGORA ENTREVISTA I LETRAMENTO ALGORÍTMICO E EDUCAÇÃO MISIÁTICA (BLOCO 2).mp4,IAGORA ENTREVISTA - EDUCAÇÃO MISIÁTICA,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I LETRAMENTO ALGORÍTMICO E EDUCAÇÃO MISIÁTICA (BLOCO 2).jpg,OK,2025-09-02 13:36:55.654000
IAGORA ENTREVISTA I DESAFIOS E BENEFÍCIOS DA IA NA EDUCAÇÃO BÁSICA (BLOCO 2).mp4,IAGORA ENTREVISTA - DESAFIOS E BENEFÍCIOS DA IA,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I DESAFIOS E BENEFÍCIOS DA IA NA EDUCAÇÃO BÁSICA (BLOCO 2).jpg,OK,2025-09-02 12:34:23.390000
IAGORA ENTREVISTA I LETRAMENTO ALGORÍTMICO E EDUCAÇÃO MISIÁTICA (BLOCO 1).mp4,IAGORA ENTREVISTA - EDUCAÇÃO MISIÁTICA,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I LETRAMENTO ALGORÍTMICO E EDUCAÇÃO MISIÁTICA (BLOCO 1).jpg,OK,2025-09-02 13:36:43.526000
IAGORA ENTREVISTA I PERSONALIZANDO O APRENDIZADO COM IA (BLOCO 1).mp4,IAGORA ENTREVISTA - PERSONALIZANDO O APRENDIZADO,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I PERSONALIZANDO O APRENDIZADO COM IA (BLOCO 1).jpg,OK,2025-09-02 13:38:21.839000
IAGORA ENTREVISTA I DESAFIOS E BENEFÍCIOS DA IA NA EDUCAÇÃO BÁSICA (BLOCO 1).mp4,IAGORA ENTREVISTA - DESAFIOS E BENEFÍCIOS DA IA NA EDUCAÇÃO BÁSICA,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I DESAFIOS E BENEFÍCIOS DA IA NA EDUCAÇÃO BÁSICA (BLOCO 1).jpg,OK,2025-09-02 10:46:06.446000
IAGORA ENTREVISTA I PERSONALIZANDO O APRENDIZADO COM IA (BLOCO 2).mp4,IAGORA ENTREVISTA - PERSONALIZANDO O APRENDIZADO,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I PERSONALIZANDO O APRENDIZADO COM IA (BLOCO 2).jpg,OK,2025-09-02 13:38:28.365000
IAGORA ENTREVISTA I DESAFIOS DA IA NA TRANSFORMAÇÃO EDUCACIONAL (BLOCO 1).mp4,IAGORA ENTREVISTA - DESAFIOS DA IA NA TRANSFORMAÇÃO EDUCACIONAL,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I DESAFIOS DA IA NA TRANSFORMAÇÃO EDUCACIONAL (BLOCO 1).jpg,OK,2025-09-02 10:43:19.229000
VOZES DO CARIRI - EP6 - BLOCO 2.mp4,VOZES DO CARIRI (2023) - EP6 - MISSÃO VELHA,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI - EP6 - BLOCO 2.jpg,OK,2025-09-15 09:40:35.397000
"IAGORA ENTREVISTA I EDUCAÇÃO, MÍDIAS E IA (BLOCO 1).mp4","IAGORA ENTREVISTA - EDUCAÇÃO, MÍDIAS E IA",1,BMP,160x90,"C:\EPG\thumbs\IAGORA ENTREVISTA I EDUCAÇÃO, MÍDIAS E IA (BLOCO 1).jpg",OK,2025-09-02 12:35:34.566000
IAGORA ENTREVISTA I DESAFIOS DA IA NA TRANSFORMAÇÃO EDUCACIONAL (BLOCO 2).mp4,IAGORA ENTREVISTA - DESAFIOS DA IA NA TRANSFORMAÇÃO EDUCACIONAL ,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I DESAFIOS DA IA NA TRANSFORMAÇÃO EDUCACIONAL (BLOCO 2).jpg,OK,2025-09-02 10:43:31.513000
VOZES DO CARIRI - EP6 - BLOCO 3.mp4,VOZES DO CARIRI (2023) - EP6 - MISSÃO VELHA,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI - EP6 - BLOCO 3.jpg,OK,2025-09-15 09:40:41.590000
IAGORA ENTREVISTA I IA NA PRÁTICA EDUCACIONAL EXPERIÊNCIAS E INSIGHTS (BLOCO 1).mp4,IAGORA ENTREVISTA - IA NA PRÁTICA EDUCACIONAL,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I IA NA PRÁTICA EDUCACIONAL EXPERIÊNCIAS E INSIGHTS (BLOCO 1).jpg,OK,2025-09-02 13:33:08.993000
"IAGORA ENTREVISTA I EDUCAÇÃO, MÍDIAS E IA (BLOCO 2).mp4","IAGORA ENTREVISTA - EDUCAÇÃO, MÍDIAS E IA",1,BMP,160x90,"C:\EPG\thumbs\IAGORA ENTREVISTA I EDUCAÇÃO, MÍDIAS E IA (BLOCO 2).jpg",OK,2025-09-02 12:35:46.116000
IAGORA ENTREVISTA I DESCOLONIZAÇÃO TECNOLÓGICA E EDUCAÇÃO DIGITAL (BLOCO 1).mp4,IAGORA ENTREVISTA - DESCOLONIZAÇÃO TECNOLÓGICA,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I DESCOLONIZAÇÃO TECNOLÓGICA E EDUCAÇÃO DIGITAL (BLOCO 1).jpg,OK,2025-09-02 12:35:02.860000
IAGORA ENTREVISTA I IA NA PRÁTICA EDUCACIONAL EXPERIÊNCIAS E INSIGHTS (BLOCO 2).mp4,IAGORA ENTREVISTA - IA NA PRÁTICA EDUCACIONAL,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I IA NA PRÁTICA EDUCACIONAL EXPERIÊNCIAS E INSIGHTS (BLOCO 2).jpg,OK,2025-09-02 13:34:43.590000
FLUXOARTE - EP 1 - ANA RAMOS.mp4,FLUXOARTE (2025) - EP1 - ANA RAMOS,1,BMP,160x90,C:\EPG\thumbs\FLUXOARTE - EP 1 - ANA RAMOS.jpg,OK,2025-08-29 10:07:19.105000
IAGORA ENTREVISTA I DESCOLONIZAÇÃO TECNOLÓGICA E EDUCAÇÃO DIGITAL (BLOCO 2).mp4,IAGORA ENTREVISTA - DESCOLONIZAÇÃO TECNOLÓGICA,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I DESCOLONIZAÇÃO TECNOLÓGICA E EDUCAÇÃO DIGITAL (BLOCO 2).jpg,OK,2025-09-02 12:35:19.781000
BOLETIM - EDITAL PÓSLETRAS UFOP.mp4,BOLETIM - UFOP DIVULGA VAGAS DE MESTRADO EM LETRAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:47:52.604000
BOLETIM - TRILHAS FUTURO 2025.mp4,BOLETIM - TRILHAS DO FUTURO OFERECE 50 MIL VAGAS,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-22 10:24:17.562000
VOZES DO CARIRI (2024) - EP8 - BLOCO 1.mp4,VOZES DO CARIRI (2024) - EP8 - CHAPADA DO ARARIPE,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI (2024) - EP8 - BLOCO 1.jpg,OK,2025-09-12 13:54:49.344000
REPORTAGEM - PROJETO INCULTEC UFOP.mp4,REPORTAGEM - INCULTEC FORTALECE EMPREENDEDORES,1,BMP,160x90,C:\EPG\thumbs\REPORTAGEM - PROJETO INCULTEC UFOP.jpg,OK,2025-09-19 10:33:04.365000
FLUXOARTE (2025) - EP4 - MARINA AZZE.mp4,FLUXOARTE (2025) - EP4 - MARINA AZZE,1,BMP,160x90,C:\EPG\thumbs\FLUXOARTE (2025) - EP4 - MARINA AZZE.jpg,OK,2025-09-16 13:50:13.749000
UFOP EXPLICA - O ROMPIMENTO DE BARRAGEM DE REJEITO.mp4,UFOP EXPLICA - O ROMPIMENTO DE BARRAGEM DE REJEITO,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-18 13:51:12.803000
CRIANÇA ALFABETIZADA - T2 - EP3.mp4,CRIANÇA ALFABETIZADA - EP3 - ENSINO DA LEITURA,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 10:10:47.688000
