COM_LOCALIZACAO,COM_NOME,BLOB_PRESENTE,BLOB_FORMAT_DETECTADO,BLOB_WxH,FILE_SALVO,STATUS,COM_ULTIMA_ALTERACAO
GRUFOP I EPISÓDIO 4.mp4,GRUFOP I EPISÓDIO 4,1,BMP,160x90,C:\EPG\thumbs\GRUFOP I EPISÓDIO 4.jpg,OK,2025-07-30 15:20:58.578000
HORA DO CONTO I A GUARDADORA DE GANSOS LIBRAS.mp4,HORA DO CONTO - A GUARDADORA DE GANSOS LIBRAS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I A GUARDADORA DE GANSOS LIBRAS.jpg,OK,2025-08-29 10:08:45.665000
HORA DO CONTO I A MENINA DO LEITE LIBRAS.mp4,HORA DO CONTO - A MENINA DO LEITE LIBRAS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I A MENINA DO LEITE LIBRAS.jpg,OK,2025-08-29 10:08:50.648000
HORA DO CONTO I A MOSCA E A FORMIGUINHA LIBRAS.mp4,HORA DO CONTO - A MOSCA E A FORMIGUINHA LIBRAS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I A MOSCA E A FORMIGUINHA LIBRAS.jpg,OK,2025-08-29 10:08:57.566000
HORA DO CONTO I A RAINHA DAS ABELHAS LIBRAS.mp4,HORA DO CONTO - A RAINHA DAS ABELHAS LIBRAS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I A RAINHA DAS ABELHAS LIBRAS.jpg,OK,2025-08-29 10:11:01.913000
HORA DO CONTO I A RAPOSINHA LIBRAS.mp4,HORA DO CONTO - A RAPOSINHA LIBRAS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I A RAPOSINHA LIBRAS.jpg,OK,2025-08-29 10:11:06.346000
HORA DO CONTO I AS DOZE PRINCESAS DANÇARINAS.mp4,HORA DO CONTO - AS DOZE PRINCESAS DANÇARINAS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I AS DOZE PRINCESAS DANÇARINAS.jpg,OK,2025-08-29 10:11:11.363000
HORA DO CONTO I CUMBUCA DE OURO.mp4,HORA DO CONTO - CUMBUCA DE OURO,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I CUMBUCA DE OURO.jpg,OK,2025-08-29 10:11:17.866000
HORA DO CONTO I JARDIM DE INVERNO E DE VERÃO .mp4,HORA DO CONTO - JARDIM DE INVERNO E DE VERÃO ,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I JARDIM DE INVERNO E DE VERÃO .jpg,OK,2025-08-29 10:11:22.213000
HORA DO CONTO I O ALFAIATE VALENTE LIBRAS.mp4,HORA DO CONTO - O ALFAIATE VALENTE LIBRAS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I O ALFAIATE VALENTE LIBRAS.jpg,OK,2025-08-29 10:11:26.863000
HORA DO CONTO I O BOM DIABO.mp4,HORA DO CONTO - O BOM DIABO,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I O BOM DIABO.jpg,OK,2025-08-29 10:11:31.831000
HORA DO CONTO I O CÃO E O LOBO LIBRAS.mp4,HORA DO CONTO - O CÃO E O LOBO LIBRAS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I O CÃO E O LOBO LIBRAS.jpg,OK,2025-08-29 10:11:35.964000
HORA DO CONTO I O JABUTI E A CAIPORA.mp4,HORA DO CONTO - O JABUTI E A CAIPORA,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I O JABUTI E A CAIPORA.jpg,OK,2025-08-29 10:11:40.396000
HORA DO CONTO I O ORGULHOSO LIBRAS.mp4,HORA DO CONTO - O ORGULHOSO LIBRAS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I O ORGULHOSO LIBRAS.jpg,OK,2025-08-29 10:11:47.513000
HORA DO CONTO I O POBRE MOO DO MOINHO E A GATINHA.mp4,HORA DO CONTO - O POBRE MOO DO MOINHO E A GATINHA,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I O POBRE MOO DO MOINHO E A GATINHA.jpg,OK,2025-08-29 10:11:54.046000
HORA DO CONTO I O PRINCIPE SAPO OU HENRIQUE DE FERRO.mp4,HORA DO CONTO - O PRÍNCIPE SAPO OU HENRIQUE DE FERRO,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I O PRINCIPE SAPO OU HENRIQUE DE FERRO.jpg,OK,2025-08-29 10:12:15.396000
HORA DO CONTO I O PULO DO GATO.mp4,HORA DO CONTO - O PULO DO GATO,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I O PULO DO GATO.jpg,OK,2025-08-29 10:12:21.546000
"HORA DO CONTO I O RATINHO, O GATO E O GALO.mp4","HORA DO CONTO - O RATINHO, O GATO E O GALO",1,BMP,160x90,"C:\EPG\thumbs\HORA DO CONTO I O RATINHO, O GATO E O GALO.jpg",OK,2025-08-29 10:12:26.831000
HORA DO CONTO I O REI DO BICO TORTO.mp4,HORA DO CONTO - O REI DO BICO TORTO,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I O REI DO BICO TORTO.jpg,OK,2025-08-29 10:12:31.679000
HORA DO CONTO I O SABIÁ E O URUBU LIBRAS.mp4,HORA DO CONTO - O SABIÁ E O URUBU LIBRAS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I O SABIÁ E O URUBU LIBRAS.jpg,OK,2025-08-29 10:12:36.479000
IAGORA ENTREVISTA I ESTRATÉGIAS DE PLANEJAMENTO COM IA NAS ESCOLAS (BLOCO 1).mp4,IAGORA ENTREVISTA - ESTRATÉGIAS DE PLANEJAMENTO,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I ESTRATÉGIAS DE PLANEJAMENTO COM IA NAS ESCOLAS (BLOCO 1).jpg,OK,2025-09-02 12:36:26.501000
"HORA DO CONTO I O VELHO, O MENINO E A MULINHA LIBRAS.mp4","HORA DO CONTO - O VELHO, O MENINO E A MULINHA LIBRAS",1,BMP,160x90,"C:\EPG\thumbs\HORA DO CONTO I O VELHO, O MENINO E A MULINHA LIBRAS.jpg",OK,2025-08-29 10:12:42.379000
REPORTAGEM - PROJETO UFOP IDOSOS.mp4,REPORTAGEM - PROJETO DA UFOP DE CUIDADOS A IDOSOS,1,BMP,160x90,C:\EPG\thumbs\REPORTAGEM - PROJETO UFOP IDOSOS.jpg,OK,2025-09-01 09:14:10.883000
HORA DO CONTO I OS SETE CORVOS.mp4,HORA DO CONTO - OS SETE CORVOS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I OS SETE CORVOS.jpg,OK,2025-08-29 10:12:47.097000
IAGORA ENTREVISTA I ESTRATÉGIAS DE PLANEJAMENTO COM IA NAS ESCOLAS (BLOCO 2).mp4,IAGORA ENTREVISTA - ESTRATÉGIAS DE PLANEJAMENTO,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I ESTRATÉGIAS DE PLANEJAMENTO COM IA NAS ESCOLAS (BLOCO 2).jpg,OK,2025-09-02 12:36:40.094000
HORA DO CONTO I PEIXES NA FLORESTA LIBRAS.mp4,HORA DO CONTO - PEIXES NA FLORESTA LIBRAS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I PEIXES NA FLORESTA LIBRAS.jpg,OK,2025-08-29 10:12:53.065000
HORA DO CONTO I PELE DE BICHO.mp4,HORA DO CONTO - PELE DE BICHO,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I PELE DE BICHO.jpg,OK,2025-08-29 10:12:58.297000
HORA DO CONTO I ROSA BRANCA E ROSA VERMELHA.mp4,HORA DO CONTO - ROSA BRANCA E ROSA VERMELHA,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I ROSA BRANCA E ROSA VERMELHA.jpg,OK,2025-08-29 10:13:03.896000
IAGORA ENTREVISTA I IA NA EDUCAÇÃO INOVAÇÃO E EMPREENDEDORISMO (BLOCO 1).mp4,IAGORA ENTREVISTA - INOVAÇÃO E EMPREENDEDORISMO,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I IA NA EDUCAÇÃO INOVAÇÃO E EMPREENDEDORISMO (BLOCO 1).jpg,OK,2025-09-02 12:38:40.357000
HORA DO CONTO I SEGREDO DE MULHER LIBRAS.mp4,HORA DO CONTO - SEGREDO DE MULHER LIBRAS,1,BMP,160x90,C:\EPG\thumbs\HORA DO CONTO I SEGREDO DE MULHER LIBRAS.jpg,OK,2025-08-29 10:13:18.746000
IAGORA ENTREVISTA I IA NA EDUCAÇÃO INOVAÇÃO E EMPREENDEDORISMO (BLOCO 2).mp4,IAGORA ENTREVISTA - INOVAÇÃO E EMPREENDEDORISMO,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I IA NA EDUCAÇÃO INOVAÇÃO E EMPREENDEDORISMO (BLOCO 2).jpg,OK,2025-09-02 12:38:52.989000
IAGORA ENTREVISTA I IA EM AMBIENTES DE APRENDIZAGEM (BLOCO 1).mp4,IAGORA ENTREVISTA - AMBIENTES DE APRENDIZAGEM,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I IA EM AMBIENTES DE APRENDIZAGEM (BLOCO 1).jpg,OK,2025-09-02 12:37:57.079000
IAGORA ENTREVISTA I INOVAÇÃO EM EDUCAÇÃO COM TECNOLOGIAS DIGITAIS  (BLOCO 1).mp4,IAGORA ENTREVISTA - INOVAÇÃO EM EDUCAÇÃO,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I INOVAÇÃO EM EDUCAÇÃO COM TECNOLOGIAS DIGITAIS  (BLOCO 1).jpg,OK,2025-09-02 13:36:03.720000
IAGORA ENTREVISTA I IA EM AMBIENTES DE APRENDIZAGEM (BLOCO 2).mp4,IAGORA ENTREVISTA - AMBIENTES DE APRENDIZAGEM,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I IA EM AMBIENTES DE APRENDIZAGEM (BLOCO 2).jpg,OK,2025-09-02 12:38:10.549000
IAGORA ENTREVISTA I O PAPEL DA IA NA TRANSFORMAÇÃO EDUCACIONAL.mp4,IAGORA ENTREVISTA - TRANSFORMAÇÃO EDUCACIONAL,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I O PAPEL DA IA NA TRANSFORMAÇÃO EDUCACIONAL.jpg,OK,2025-09-02 13:37:17.132000
IAGORA ENTREVISTA - INTELIGÊNCIA ARTIFICIAL E O DESIGN DE APRENDIZAGEM (BLOCO 1).mp4,IAGORA ENTREVISTA - INTELIGÊNCIA ARTIFICIAL E O DESIGN DE APRENDIZAGEM ,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - INTELIGÊNCIA ARTIFICIAL E O DESIGN DE APRENDIZAGEM (BLOCO 1).jpg,OK,2025-09-02 10:40:46.362000
IAGORA ENTREVISTA I O PODER DA IA NA SALA DE AULA.mp4,IAGORA ENTREVISTA - O PODER DA IA NA SALA DE AULA,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I O PODER DA IA NA SALA DE AULA.jpg,OK,2025-09-02 13:37:33.469000
IAGORA ENTREVISTA I INOVAÇÃO EM EDUCAÇÃO COM TECNOLOGIAS DIGITAIS (BLOCO 02) .mp4,IAGORA ENTREVISTA - INOVAÇÃO EM EDUCAÇÃO,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I INOVAÇÃO EM EDUCAÇÃO COM TECNOLOGIAS DIGITAIS (BLOCO 02) .jpg,OK,2025-09-02 13:36:10.381000
IAGORA ENTREVISTA I TRANSFORMANDO AVALIAÇÃO EDUCACIONAL COM IA (BLOCO 1) .mp4,IAGORA ENTREVISTA - TRANSFORMANDO AVALIAÇÃO EDUCACIONAL COM IA ,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I TRANSFORMANDO AVALIAÇÃO EDUCACIONAL COM IA (BLOCO 1) .jpg,OK,2025-09-02 10:39:47.514000
IAGORA ENTREVISTA - INTELIGÊNCIA ARTIFICIAL E O DESIGN DE APRENDIZAGEM (BLOCO 2).mp4,IAGORA ENTREVISTA - INTELIGÊNCIA ARTIFICIAL E O DESIGN DE APRENDIZAGEM ,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - INTELIGÊNCIA ARTIFICIAL E O DESIGN DE APRENDIZAGEM (BLOCO 2).jpg,OK,2025-09-02 10:41:00.580000
IAGORA ENTREVISTA I CIÊNCIA DE DADOS E PERSPECTIVAS.mp4,IAGORA ENTREVISTA - CIÊNCIA DE DADOS E PERSPECTIVAS,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I CIÊNCIA DE DADOS E PERSPECTIVAS.jpg,OK,2025-09-02 10:42:43.262000
LIGADO EM SAÚDE I COLESTEROL.mp4,LIGADO EM SAÚDE - COLESTEROL,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I COLESTEROL.jpg,OK,2025-08-29 12:11:31.072000
IAGORA ENTREVISTA I TRANSFORMANDO AVALIAÇÃO EDUCACIONAL COM IA (BLOCO 2) .mp4,IAGORA ENTREVISTA - TRANSFORMANDO AVALIAÇÃO EDUCACIONAL COM IA ,1,BMP,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA I TRANSFORMANDO AVALIAÇÃO EDUCACIONAL COM IA (BLOCO 2) .jpg,OK,2025-09-02 10:39:24.847000
"IAGORA ENTREVISTA - EDUCAÇÃO, IA E O IMPACTO SOCIAL  (BLOCO 2).mp4","IAGORA ENTREVISTA - EDUCAÇÃO, IA E IMPACTO SOCIAL",1,BMP,160x90,"C:\EPG\thumbs\IAGORA ENTREVISTA - EDUCAÇÃO, IA E O IMPACTO SOCIAL  (BLOCO 2).jpg",OK,2025-09-02 10:03:11.791000
LIGADO EM SAÚDE I CONVIVENDO COM A COVID.mp4,LIGADO EM SAÚDE - CONVIVENDO COM A COVID,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I CONVIVENDO COM A COVID.jpg,OK,2025-08-29 12:11:35.438000
LIGADO EM SAÚDE I DETERMINANTES SOCIAIS DA SAÚDE.mp4,LIGADO EM SAÚDE - DETERMINANTES SOCIAIS DA SAÚDE,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I DETERMINANTES SOCIAIS DA SAÚDE.jpg,OK,2025-08-29 12:11:41.138000
LIGADO EM SAÚDE I DOENÇAS CRÔNICAS.mp4,LIGADO EM SAÚDE - DOENÇAS CRÔNICAS,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I DOENÇAS CRÔNICAS.jpg,OK,2025-08-18 12:36:55.833000
LIGADO EM SAÚDE I DOENÇAS DO ENDOMÉTRIO.mp4,LIGADO EM SAÚDE - DOENÇAS DO ENDOMÉTRIO,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I DOENÇAS DO ENDOMÉTRIO.jpg,OK,2025-08-29 12:11:45.889000
LIGADO EM SAÚDE I DOR CRÔNICA.mp4,LIGADO EM SAÚDE - DOR CRÔNICA,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I DOR CRÔNICA.jpg,OK,2025-08-29 12:11:50.337000
"LIGADO EM SAÚDE I EMERGÊNCIA, QUANDO IR.mp4","LIGADO EM SAÚDE - EMERGÊNCIA, QUANDO IR",1,BMP,160x90,"C:\EPG\thumbs\LIGADO EM SAÚDE I EMERGÊNCIA, QUANDO IR.jpg",OK,2025-08-18 12:38:40.776000
LIGADO EM SAÚDE I EXAMES DE ROTINA.mp4,LIGADO EM SAÚDE - EXAMES DE ROTINA,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I EXAMES DE ROTINA.jpg,OK,2025-08-18 12:36:47.442000
LIGADO EM SAÚDE I INFARTO EM JOVENS.mp4,LIGADO EM SAÚDE - INFARTO EM JOVENS,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I INFARTO EM JOVENS.jpg,OK,2025-08-18 12:36:22.479000
LIGADO EM SAÚDE I INTOLERÂNCIA ALIMENTAR.mp4,LIGADO EM SAÚDE - INTOLERÂNCIA ALIMENTAR,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I INTOLERÂNCIA ALIMENTAR.jpg,OK,2025-08-18 12:36:37.582000
LIGADO EM SAÚDE I LEISHMANIOSE.mp4,LIGADO EM SAÚDE - LEISHMANIOSE,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I LEISHMANIOSE.jpg,OK,2025-08-29 12:11:55.172000
LIGADO EM SAÚDE I MEDICINA ANTROPOSÓFICA.mp4,LIGADO EM SAÚDE - MEDICINA ANTROPOSÓFICA,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I MEDICINA ANTROPOSÓFICA.jpg,OK,2025-08-29 12:12:00.089000
LIGADO EM SAÚDE I PROCESSO DE TRANSIÇÃO NO SUS.mp4,LIGADO EM SAÚDE - PROCESSO DE TRANSIÇÃO NO SUS,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I PROCESSO DE TRANSIÇÃO NO SUS.jpg,OK,2025-08-18 12:39:13.536000
LIGADO EM SAÚDE I RECONQUISTA DAS ALTAS COBERTURAS VACINAIS.mp4,LIGADO EM SAÚDE - RECONQUISTA DAS ALTAS COBERTURAS VACINAIS,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I RECONQUISTA DAS ALTAS COBERTURAS VACINAIS.jpg,OK,2025-08-29 12:12:05.204000
LIGADO EM SAÚDE I REPOSIÇÃO HORMONAL.mp4,LIGADO EM SAÚDE - REPOSIÇÃO HORMONAL,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I REPOSIÇÃO HORMONAL.jpg,OK,2025-08-29 12:12:10.023000
LIGADO EM SAÚDE I SAÚDE INDÍGENA.mp4,LIGADO EM SAÚDE - SAÚDE INDÍGENA,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I SAÚDE INDÍGENA.jpg,OK,2025-08-18 12:38:23.101000
LIGADO EM SAÚDE I SAÚDE MENTAL E REDES SOCIAIS.mp4,LIGADO EM SAÚDE - SAÚDE MENTAL E REDES SOCIAIS,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I SAÚDE MENTAL E REDES SOCIAIS.jpg,OK,2025-08-29 12:12:14.790000
LIGADO EM SAÚDE I SAÚDE MENTAL EM CRIANÇAS E JOVENS .mp4,LIGADO EM SAÚDE - SAÚDE MENTAL EM CRIANÇAS,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I SAÚDE MENTAL EM CRIANÇAS E JOVENS .jpg,OK,2025-08-18 12:38:12.650000
LIGADO EM SAÚDE I SEGURANÇA ALIMENTAR.mp4,LIGADO EM SAÚDE - SEGURANÇA ALIMENTAR,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I SEGURANÇA ALIMENTAR.jpg,OK,2025-08-18 12:39:23.307000
LIGADO EM SAÚDE I SÍFILIS.mp4,LIGADO EM SAÚDE - SÍFILIS,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I SÍFILIS.jpg,OK,2025-08-29 12:12:19.991000
LIGADO EM SAÚDE I SÍNDROME DO INTESTINO IRRITÁVEL.mp4,LIGADO EM SAÚDE - SÍNDROME DO INTESTINO IRRITÁVEL,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I SÍNDROME DO INTESTINO IRRITÁVEL.jpg,OK,2025-08-29 12:12:25.637000
LIGADO EM SAÚDE I TELECONSULTA.mp4,LIGADO EM SAÚDE - TELECONSULTA,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I TELECONSULTA.jpg,OK,2025-08-29 12:12:30.105000
LIGADO EM SAÚDE I TUBERCULOSE NOS DIAS DE HOJE.mp4,LIGADO EM SAÚDE - TUBERCULOSE NOS DIAS DE HOJE,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I TUBERCULOSE NOS DIAS DE HOJE.jpg,OK,2025-08-29 12:12:36.056000
LIGADO EM SAÚDE I USO DE PSICODÉLICOS NA SAÚDE MENTAL .mp4,LIGADO EM SAÚDE - USO DE PSICODÉLICOS,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I USO DE PSICODÉLICOS NA SAÚDE MENTAL .jpg,OK,2025-08-18 12:36:03.405000
VOZES DO CARIRI - EP3 - BLOCO 1.mp4,VOZES DO CARIRI (2023) - EP3 - MUSEUS E ARTES,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI - EP3 - BLOCO 1.jpg,OK,2025-09-15 09:39:21.714000
LIGADO EM SAÚDE I USO RESPONSÁVEL DOS ANTIBIÓTICOS.mp4,LIGADO EM SAÚDE - USO RESPONSÁVEL DOS ANTIBIÓTICOS,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I USO RESPONSÁVEL DOS ANTIBIÓTICOS.jpg,OK,2025-08-29 12:25:10.620000
LIGADO EM SAÚDE I ALIMENTAÇÃO ANTI-INFLAMATÓRIA.mp4,LIGADO EM SAÚDE - ALIMENTAÇÃO ANTI-INFLAMATÓRIA,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I ALIMENTAÇÃO ANTI-INFLAMATÓRIA.jpg,OK,2025-08-29 12:11:19.505000
VOZES DO CARIRI - EP3 - BLOCO 2.mp4,VOZES DO CARIRI (2023) - EP3 - MUSEUS E ARTES,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI - EP3 - BLOCO 2.jpg,OK,2025-09-15 09:39:28.182000
LIGADO EM SAÚDE I ANEMIA FALCIFORME.mp4,LIGADO EM SAÚDE - ANEMIA FALCIFORME,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I ANEMIA FALCIFORME.jpg,OK,2025-08-18 12:38:49.027000
LIGADO EM SAÚDE I ANIMAIS PEÇONHENTOS.mp4,LIGADO EM SAÚDE - ANIMAIS PEÇONHENTOS,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I ANIMAIS PEÇONHENTOS.jpg,OK,2025-08-18 12:37:07.153000
VOZES DO CARIRI - EP3 - BLOCO 3.mp4,VOZES DO CARIRI (2023) - EP3 - MUSEUS E ARTES,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI - EP3 - BLOCO 3.jpg,OK,2025-09-15 09:39:34.581000
LIGADO EM SAÚDE I ATIVIDADE DE ALTO IMPACTO.mp4,LIGADO EM SAÚDE - ATIVIDADE DE ALTO IMPACTO,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I ATIVIDADE DE ALTO IMPACTO.jpg,OK,2025-08-29 12:11:26.055000
VOZES DO CARIRI (2023) - EP1 - BLOCO 1.mp4,VOZES DO CARIRI (2023) - EP1 - CONHEÇA O CARIRI,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI (2023) - EP1 - BLOCO 1.jpg,OK,2025-09-12 09:59:19.338000
LIGADO EM SAÚDE I CHEMSEX.mp4,LIGADO EM SAÚDE - CHEMSEX,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I CHEMSEX.jpg,OK,2025-08-18 12:39:31.108000
LIGADO EM SAÚDE I COBERTURAS VACINAIS.mp4,LIGADO EM SAÚDE - COBERTURAS VACINAIS,1,BMP,160x90,C:\EPG\thumbs\LIGADO EM SAÚDE I COBERTURAS VACINAIS.jpg,OK,2025-08-18 12:39:02.858000
VOZES DO CARIRI (2023) - EP1 - BLOCO 2.mp4,VOZES DO CARIRI (2023) - EP1 - CONHEÇA O CARIRI,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI (2023) - EP1 - BLOCO 2.jpg,OK,2025-09-12 09:59:30.414000
VOZES DO CARIRI (2023) - EP1 - BLOCO 3.mp4,VOZES DO CARIRI (2023) - EP1 - CONHEÇA O CARIRI,1,BMP,160x90,C:\EPG\thumbs\VOZES DO CARIRI (2023) - EP1 - BLOCO 3.jpg,OK,2025-09-12 09:59:40.812000
NA SACADA (2013) - EP4 - GROOVE DE VINIL.mp4,NA SACADA (2013) - EP4 - GROOVE DE VINIL,1,BMP,160x90,C:\EPG\thumbs\NA SACADA (2013) - EP4 - GROOVE DE VINIL.jpg,OK,2025-09-01 13:59:06.985000
NA SACADA (2013) - EP5 - CIRCULADÔ DE FULÔ.mp4,NA SACADA (2013) - EP5 - CIRCULADÔ DE FULÔ,1,BMP,160x90,C:\EPG\thumbs\NA SACADA (2013) - EP5 - CIRCULADÔ DE FULÔ.jpg,OK,2025-09-01 13:59:54.062000
BOLETIM - AJUDE O PROJETO TAMPART.mp4,BOLETIM - AJUDE O PROJETO TAMPART,1,,,,"ERRO_BLOB: ('Cursor.read_output_blob/isc_open_blob2:\n- SQLCODE: -904\n- invalid database handle (no active connection)', -904, 335544324)",2025-09-19 09:47:49.677000
LUGAR DE MULHER I FERNADA STANISCUASKI.mp4,LUGAR DE MULHER - FERNADA STANISCUASKI,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I FERNADA STANISCUASKI.jpg,OK,2025-08-26 13:12:18.263000
LUGAR DE MULHER I GRAZIELE MARTINS.mp4,LUGAR DE MULHER - GRAZIELE MARTINS,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I GRAZIELE MARTINS.jpg,OK,2025-08-26 13:12:25.497000
LUGAR DE MULHER I HELOÍSA PALAORO.mp4,LUGAR DE MULHER - HELOÍSA PALAORO,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I HELOÍSA PALAORO.jpg,OK,2025-08-26 13:12:31.596000
LUGAR DE MULHER I JULIA MARSIAJ.mp4,LUGAR DE MULHER - JULIA MARSIAJ,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I JULIA MARSIAJ.jpg,OK,2025-08-26 13:12:37.980000
LUGAR DE MULHER I LARA ELENA GOMES.mp4,LUGAR DE MULHER - LARA ELENA GOMES,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I LARA ELENA GOMES.jpg,OK,2025-08-26 13:12:44.329000
LUGAR DE MULHER I LIANE TAROUCO.mp4,LUGAR DE MULHER - LIANE TAROUCO,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I LIANE TAROUCO.jpg,OK,2025-08-26 13:12:50.495000
LUGAR DE MULHER I LOURDES RIBEIRO.mp4,LUGAR DE MULHER - LOURDES RIBEIRO,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I LOURDES RIBEIRO.jpg,OK,2025-08-26 13:12:56.162000
LUGAR DE MULHER I LUÍSA TEIXEIRA.mp4,LUGAR DE MULHER - LUÍSA TEIXEIRA,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I LUÍSA TEIXEIRA.jpg,OK,2025-08-26 13:13:03.713000
LUGAR DE MULHER I LUIZA HELLENA.mp4,LUGAR DE MULHER - LUIZA HELLENA,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I LUIZA HELLENA.jpg,OK,2025-08-26 13:13:09.130000
LUGAR DE MULHER I MARCELLY MALTA.mp4,LUGAR DE MULHER - MARCELLY MALTA,1,BMP,160x90,C:\EPG\thumbs\LUGAR DE MULHER I MARCELLY MALTA.jpg,OK,2025-08-26 13:13:17.230000
