COM_LOCALIZACAO,COM_NOME,BLOB_PRESENTE,BLOB_ABRE,BLOB_WxH,FILE_ESPERADO,FILE_ENCONTRADO,FILE_ABRE,FILE_WxH,AHASH_DIST_0..64,STATUS,COM_ULTIMA_ALTERACAO,URL_ESPERADA
QUE CORPO É ESSE I T1 I EPISÓDIO 4.mp4,QUE CORPO É ESSE? - O DIREITO DE DIZER NÃO,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T1 I EPISÓDIO 4.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:18.414000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T1%20I%20EPIS%C3%93DIO%204.jpg
"PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I UM VERDADEIRO “DÉJA VU” DO PASSADO.mp4","PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ - UM VERDADEIRO “DÉJA VU” DO PASSADO",1,1,160x90,"C:\EPG\thumbs\PORTUGUÊS DAQUI, PORTUGUÊS DE LÁ I UM VERDADEIRO “DÉJA VU” DO PASSADO.jpg",,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-29 11:02:30.852000,https://app.tvufop.com.br/epg/PORTUGU%C3%8AS%20DAQUI%2C%20PORTUGU%C3%8AS%20DE%20L%C3%81%20I%20UM%20VERDADEIRO%20%E2%80%9CD%C3%89JA%20VU%E2%80%9D%20DO%20PASSADO.jpg
QUE CORPO É ESSE I T1 I EPISÓDIO 5.mp4,QUE CORPO É ESSE? - O JEITO DE CADA UM,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T1 I EPISÓDIO 5.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:18.449000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T1%20I%20EPIS%C3%93DIO%205.jpg
QUE CORPO É ESSE I T2 I EPISÓDIO 1 I ALICIAMENTO DE CRIANÇAS E AUTOPROTEÇÃO.mp4,QUE CORPO É ESSE? - ALICIAMENTO DE CRIANÇAS E AUTOPROTEÇÃO,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 1 I ALICIAMENTO DE CRIANÇAS E AUTOPROTEÇÃO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:17.917000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T2%20I%20EPIS%C3%93DIO%201%20I%20ALICIAMENTO%20DE%20CRIAN%C3%87AS%20E%20AUTOPROTE%C3%87%C3%83O.jpg
QUE CORPO É ESSE I T1 I EPISÓDIO 6.mp4,QUE CORPO É ESSE? - INTERNET E MÍDIA,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T1 I EPISÓDIO 6.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:18.240000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T1%20I%20EPIS%C3%93DIO%206.jpg
QUE CORPO É ESSE I T1 I EPISÓDIO 7.mp4,QUE CORPO É ESSE? - CORPO EM MUTAÇÃO,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T1 I EPISÓDIO 7.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:18.017000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T1%20I%20EPIS%C3%93DIO%207.jpg
QUE CORPO É ESSE I T1 I EPISÓDIO 8.mp4,QUE CORPO É ESSE? - EMPODERAMENTO DE MENINAS,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T1 I EPISÓDIO 8.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:18.089000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T1%20I%20EPIS%C3%93DIO%208.jpg
QUE CORPO É ESSE I T1 I EPISÓDIO 9.mp4,QUE CORPO É ESSE? - MEU CORPO MINHAS REGRAS,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T1 I EPISÓDIO 9.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:18.344000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T1%20I%20EPIS%C3%93DIO%209.jpg
QUE CORPO É ESSE I T1 I EPISÓDIO 10.mp4,QUE CORPO É ESSE? - INTERNET,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T1 I EPISÓDIO 10.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:18.205000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T1%20I%20EPIS%C3%93DIO%2010.jpg
QUE CORPO É ESSE I T1 I EPISÓDIO 11.mp4,QUE CORPO É ESSE? - AMORES E RELAÇÕES ABUSIVAS,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T1 I EPISÓDIO 11.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:17.950000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T1%20I%20EPIS%C3%93DIO%2011.jpg
QUE CORPO É ESSE I T1 I EPISÓDIO 12.mp4,QUE CORPO É ESSE? - ESTERIÓTIPOS DE GÊNERO,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T1 I EPISÓDIO 12.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:18.126000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T1%20I%20EPIS%C3%93DIO%2012.jpg
QUE CORPO É ESSE I T2 I EPISÓDIO 2 I COMPARTILHAMENTO DE APARELHOS.mp4,QUE CORPO É ESSE? - COMPARTILHAMENTO DE APARELHOS,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 2 I COMPARTILHAMENTO DE APARELHOS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:17.985000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T2%20I%20EPIS%C3%93DIO%202%20I%20COMPARTILHAMENTO%20DE%20APARELHOS.jpg
QUE CORPO É ESSE I T2 I EPISÓDIO 3 I LEITURA CRÍTICA DAS INFORMAÇÕES ONLINE E POTÊNCIA DE COMUNICAÇÃO DO DIGITAL.mp4,QUE CORPO É ESSE? - LEITURA CRÍTICA DAS INFORMAÇÕES ONLINE,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 3 I LEITURA CRÍTICA DAS INFORMAÇÕES ONLINE E POTÊNCIA DE COMUNICAÇÃO DO DIGITAL.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:18.311000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T2%20I%20EPIS%C3%93DIO%203%20I%20LEITURA%20CR%C3%8DTICA%20DAS%20INFORMA%C3%87%C3%95ES%20ONLINE%20E%20POT%C3%8ANCIA%20DE%20COMUNICA%C3%87%C3%83O%20DO%20DIGITAL.jpg
QUE CORPO É ESSE I T2 I EPISÓDIO 4 I MODELO DE MASCULINIDADE TÓXICA.mp4,QUE CORPO É ESSE? - MODELO DE MASCULINIDADE TÓXICA,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 4 I MODELO DE MASCULINIDADE TÓXICA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:18.378000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T2%20I%20EPIS%C3%93DIO%204%20I%20MODELO%20DE%20MASCULINIDADE%20T%C3%93XICA.jpg
QUE CORPO É ESSE I T2 I EPISÓDIO 5 I RELACIONAMENTO ONLINE.mp4,QUE CORPO É ESSE? - RELACIONAMENTO ONLINE,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 5 I RELACIONAMENTO ONLINE.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:49:18.582000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T2%20I%20EPIS%C3%93DIO%205%20I%20RELACIONAMENTO%20ONLINE.jpg
SABOR DE MEMÓRIA I ROSÁRIO DE FÁTIMA.mp4,SABOR DE MEMÓRIA (2018) - EP1 - ROSÁRIO DE FÁTIMA,1,0,,C:\EPG\thumbs\SABOR DE MEMÓRIA I ROSÁRIO DE FÁTIMA.jpg,C:\EPG\thumbs\SABOR DE MEMÓRIA I ROSÁRIO DE FÁTIMA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:50:19.847000,https://app.tvufop.com.br/epg/SABOR%20DE%20MEM%C3%93RIA%20I%20ROS%C3%81RIO%20DE%20F%C3%81TIMA.jpg
QUE CORPO É ESSE I T2 I EPISÓDIO 6 I REPUTAÇÃO DIGITAL E IDEAÇÃO SUICIDA.mp4,QUE CORPO É ESSE? - REPUTAÇÃO DIGITAL E IDEAÇÃO SUICIDA,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 6 I REPUTAÇÃO DIGITAL E IDEAÇÃO SUICIDA.jpg,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 6 I REPUTAÇÃO DIGITAL E IDEAÇÃO SUICIDA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:49:18.614000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T2%20I%20EPIS%C3%93DIO%206%20I%20REPUTA%C3%87%C3%83O%20DIGITAL%20E%20IDEA%C3%87%C3%83O%20SUICIDA.jpg
QUE CORPO É ESSE I T2 I EPISÓDIO 7 I SAÚDE EMOCIONAL ONLINE E AUTOFLAGELO.mp4,QUE CORPO É ESSE? - SAÚDE EMOCIONAL ONLINE E AUTOFLAGELO,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 7 I SAÚDE EMOCIONAL ONLINE E AUTOFLAGELO.jpg,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 7 I SAÚDE EMOCIONAL ONLINE E AUTOFLAGELO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:49:18.648000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T2%20I%20EPIS%C3%93DIO%207%20I%20SA%C3%9ADE%20EMOCIONAL%20ONLINE%20E%20AUTOFLAGELO.jpg
QUE CORPO É ESSE I T2 I EPISÓDIO 8 I SHARETHING.mp4,QUE CORPO É ESSE? - SHARETHING,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 8 I SHARETHING.jpg,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 8 I SHARETHING.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:49:18.681000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T2%20I%20EPIS%C3%93DIO%208%20I%20SHARETHING.jpg
QUE CORPO É ESSE I T3 I EPISÓDIO 1.mp4,QUE CORPO É ESSE? - O PRESENTE DE ARIEL,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T3 I EPISÓDIO 1.jpg,C:\EPG\thumbs\QUE CORPO É ESSE I T3 I EPISÓDIO 1.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:49:18.516000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T3%20I%20EPIS%C3%93DIO%201.jpg
QUE CORPO É ESSE I T2 I EPISÓDIO 9 I USO CONSCIENTE E AUTONOMIA ONLINE.mp4,QUE CORPO É ESSE? - USO CONSCIENTE E AUTONOMIA ONLINE,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 9 I USO CONSCIENTE E AUTONOMIA ONLINE.jpg,C:\EPG\thumbs\QUE CORPO É ESSE I T2 I EPISÓDIO 9 I USO CONSCIENTE E AUTONOMIA ONLINE.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:49:18.761000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T2%20I%20EPIS%C3%93DIO%209%20I%20USO%20CONSCIENTE%20E%20AUTONOMIA%20ONLINE.jpg
QUE CORPO É ESSE I T3 I EPISÓDIO 2.mp4,QUE CORPO É ESSE? - LÁPIS COR-DA-PELE,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T3 I EPISÓDIO 2.jpg,C:\EPG\thumbs\QUE CORPO É ESSE I T3 I EPISÓDIO 2.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:49:18.279000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T3%20I%20EPIS%C3%93DIO%202.jpg
QUE CORPO É ESSE I T3 I EPISÓDIO 3.mp4,QUE CORPO É ESSE? - UM DIA DE CASA,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T3 I EPISÓDIO 3.jpg,C:\EPG\thumbs\QUE CORPO É ESSE I T3 I EPISÓDIO 3.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:49:18.714000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T3%20I%20EPIS%C3%93DIO%203.jpg
QUE CORPO É ESSE I T3 I EPISÓDIO 4.mp4,QUE CORPO É ESSE? - O PERIGO DAS PALMADAS,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T3 I EPISÓDIO 4.jpg,C:\EPG\thumbs\QUE CORPO É ESSE I T3 I EPISÓDIO 4.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:49:18.483000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T3%20I%20EPIS%C3%93DIO%204.jpg
QUE CORPO É ESSE I T3 I EPISÓDIO 5.mp4,QUE CORPO É ESSE? - UMA ALDEIA PARA CRIAR UMA CRIANÇA,1,0,,C:\EPG\thumbs\QUE CORPO É ESSE I T3 I EPISÓDIO 5.jpg,C:\EPG\thumbs\QUE CORPO É ESSE I T3 I EPISÓDIO 5.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:49:18.747000,https://app.tvufop.com.br/epg/QUE%20CORPO%20%C3%89%20ESSE%20I%20T3%20I%20EPIS%C3%93DIO%205.jpg
SABOR DE MEMÓRIA I MARA LÚCIA.mp4,SABOR DE MEMÓRIA (2018) - EP4 - MARA LÚCIA,1,0,,C:\EPG\thumbs\SABOR DE MEMÓRIA I MARA LÚCIA.jpg,C:\EPG\thumbs\SABOR DE MEMÓRIA I MARA LÚCIA.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-18 10:50:20.098000,https://app.tvufop.com.br/epg/SABOR%20DE%20MEM%C3%93RIA%20I%20MARA%20L%C3%9ACIA.jpg
SABOR DE MEMÓRIA I MONGE RYOSEN.mp4,SABOR DE MEMÓRIA (2018) - EP3 - MONGE RYOSEN,1,0,,C:\EPG\thumbs\SABOR DE MEMÓRIA I MONGE RYOSEN.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:50:20.056000,https://app.tvufop.com.br/epg/SABOR%20DE%20MEM%C3%93RIA%20I%20MONGE%20RYOSEN.jpg
SABOR DE MEMÓRIA I OMAR SAMROUT.mp4,SABOR DE MEMÓRIA (2018) - EP2 - OMAR SAMROUT,1,0,,C:\EPG\thumbs\SABOR DE MEMÓRIA I OMAR SAMROUT.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-18 10:50:19.954000,https://app.tvufop.com.br/epg/SABOR%20DE%20MEM%C3%93RIA%20I%20OMAR%20SAMROUT.jpg
SALA DE CONVIDADOS I 4ª CONFERÊNCIA NACIONAL DE GESTÃO DO TRABALHO E DA EDUCAÇÃO NA SAÚDE.mp4,SALA DE CONVIDADOS - 4ª CONFERÊNCIA NACIONAL DE GESTÃO DO TRABALHO E DA EDUCAÇÃO NA SAÚDE,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I 4ª CONFERÊNCIA NACIONAL DE GESTÃO DO TRABALHO E DA EDUCAÇÃO NA SAÚDE.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-27 12:14:06.301000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%204%C2%AA%20CONFER%C3%8ANCIA%20NACIONAL%20DE%20GEST%C3%83O%20DO%20TRABALHO%20E%20DA%20EDUCA%C3%87%C3%83O%20NA%20SA%C3%9ADE.jpg
SALA DE CONVIDADOS I 7º GRANDE ENCONTRO RAÍZES  .mp4,SALA DE CONVIDADOS - 7º GRANDE ENCONTRO RAÍZES,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I 7º GRANDE ENCONTRO RAÍZES  .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-27 12:14:44.983000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%207%C2%BA%20GRANDE%20ENCONTRO%20RA%C3%8DZES%20%20.jpg
SALA DE CONVIDADOS I 30 ANOS DO CANAL SAÚDE.mp4,SALA DE CONVIDADOS - 30 ANOS DO CANAL SAÚDE,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I 30 ANOS DO CANAL SAÚDE.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-27 12:13:57.615000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%2030%20ANOS%20DO%20CANAL%20SA%C3%9ADE.jpg
SALA DE CONVIDADOS I A NOVA POLÍTICA DE ATENÇÃO BÁSICA .mp4,SALA DE CONVIDADOS - A NOVA POLÍTICA DE ATENÇÃO BÁSICA,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I A NOVA POLÍTICA DE ATENÇÃO BÁSICA .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-08-27 12:14:54.667000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20A%20NOVA%20POL%C3%8DTICA%20DE%20ATEN%C3%87%C3%83O%20B%C3%81SICA%20.jpg
SALA DE CONVIDADOS I ABORTO LEGAL.mp4,SALA DE CONVIDADOS - ABORTO LEGAL,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I ABORTO LEGAL.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 13:46:07.903000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20ABORTO%20LEGAL.jpg
SALA DE CONVIDADOS I AMAMENTAÇÃO.mp4,SALA DE CONVIDADOS - AMAMENTAÇÃO,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I AMAMENTAÇÃO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 13:46:15.096000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20AMAMENTA%C3%87%C3%83O.jpg
SALA DE CONVIDADOS I CANNABIS MEDICINAL.mp4,SALA DE CONVIDADOS - CANNABIS MEDICINAL,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I CANNABIS MEDICINAL.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 13:46:26.424000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20CANNABIS%20MEDICINAL.jpg
SALA DE CONVIDADOS I COMUNICAÇÃO INDÍGENA.mp4,SALA DE CONVIDADOS - COMUNICAÇÃO INDÍGENA,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I COMUNICAÇÃO INDÍGENA.jpg,C:\EPG\thumbs\SALA DE CONVIDADOS I COMUNICAÇÃO INDÍGENA.jpg,1,160x90,0,OK,2025-09-02 13:50:30.354000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20COMUNICA%C3%87%C3%83O%20IND%C3%8DGENA.jpg
SALA DE CONVIDADOS I CONFERÊNCIA NACIONAL DE SAÚDE MENTAL.mp4,SALA DE CONVIDADOS - CONFERÊNCIA NACIONAL DE SAÚDE,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I CONFERÊNCIA NACIONAL DE SAÚDE MENTAL.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 14:01:42.972000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20CONFER%C3%8ANCIA%20NACIONAL%20DE%20SA%C3%9ADE%20MENTAL.jpg
SALA DE CONVIDADOS I CONSELHO TUTELAR.mp4,SALA DE CONVIDADOS - CONSELHO TUTELAR,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I CONSELHO TUTELAR.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 13:57:31.874000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20CONSELHO%20TUTELAR.jpg
SALA DE CONVIDADOS I CONSELHOS LOCAIS DE SAÚDE .mp4,SALA DE CONVIDADOS - CONSELHOS LOCAIS DE SAÚDE,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I CONSELHOS LOCAIS DE SAÚDE .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 13:58:01.634000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20CONSELHOS%20LOCAIS%20DE%20SA%C3%9ADE%20.jpg
SALA DE CONVIDADOS I DENGUE.mp4,SALA DE CONVIDADOS - DENGUE,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I DENGUE.jpg,C:\EPG\thumbs\SALA DE CONVIDADOS I DENGUE.jpg,1,160x90,0,OK,2025-09-02 13:58:15.723000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20DENGUE.jpg
SALA DE CONVIDADOS I DESAFIOS TERAPÊUTICOS PARA O TRATAMENTO DO CÂNCER.mp4,SALA DE CONVIDADOS - DESAFIOS TRATAMENTO DO CÂNCER,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I DESAFIOS TERAPÊUTICOS PARA O TRATAMENTO DO CÂNCER.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 14:02:51.052000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20DESAFIOS%20TERAP%C3%8AUTICOS%20PARA%20O%20TRATAMENTO%20DO%20C%C3%82NCER.jpg
SALA DE CONVIDADOS I DESERTOS ALIMENTARES.mp4,SALA DE CONVIDADOS - DESERTOS ALIMENTARES,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I DESERTOS ALIMENTARES.jpg,C:\EPG\thumbs\SALA DE CONVIDADOS I DESERTOS ALIMENTARES.jpg,1,160x90,0,OK,2025-09-02 13:58:44.924000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20DESERTOS%20ALIMENTARES.jpg
SALA DE CONVIDADOS I DESINFORMAÇÃO .mp4,SALA DE CONVIDADOS - DESINFORMAÇÃO,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I DESINFORMAÇÃO .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 13:58:54.068000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20DESINFORMA%C3%87%C3%83O%20.jpg
SALA DE CONVIDADOS I DICIONÁRIO DE FAVELAS MARIELLE FRANCO.mp4,SALA DE CONVIDADOS - DICIONÁRIO DE FAVELAS,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I DICIONÁRIO DE FAVELAS MARIELLE FRANCO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 14:03:12.051000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20DICION%C3%81RIO%20DE%20FAVELAS%20MARIELLE%20FRANCO.jpg
SALA DE CONVIDADOS I DIGNIDADE MENSTRUAL.mp4,SALA DE CONVIDADOS - DIGNIDADE MENSTRUAL,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I DIGNIDADE MENSTRUAL.jpg,C:\EPG\thumbs\SALA DE CONVIDADOS I DIGNIDADE MENSTRUAL.jpg,1,160x90,0,OK,2025-09-02 13:59:19.346000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20DIGNIDADE%20MENSTRUAL.jpg
SALA DE CONVIDADOS I ECOCÍDIO NO CERRADO BRASILEIRO.mp4,SALA DE CONVIDADOS - ECOCÍDIO NO CERRADO,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I ECOCÍDIO NO CERRADO BRASILEIRO.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 14:03:23.147000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20ECOC%C3%8DDIO%20NO%20CERRADO%20BRASILEIRO.jpg
SALA DE CONVIDADOS I EDUCAÇÃO DIFERENCIADA.mp4,SALA DE CONVIDADOS - EDUCAÇÃO DIFERENCIADA,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS I EDUCAÇÃO DIFERENCIADA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 13:59:58.259000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20I%20EDUCA%C3%87%C3%83O%20DIFERENCIADA.jpg
SALA DE CONVIDADOS - EDUCAÇÃO INCLUSIVA E O PL 3035.mp4,SALA DE CONVIDADOS - EDUCAÇÃO INCLUSIVA,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS - EDUCAÇÃO INCLUSIVA E O PL 3035.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-04 09:59:08.182000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20-%20EDUCA%C3%87%C3%83O%20INCLUSIVA%20E%20O%20PL%203035.jpg
