COM_LOCALIZACAO,COM_NOME,BLOB_PRESENTE,BLOB_ABRE,BLOB_WxH,FILE_ESPERADO,FILE_ENCONTRADO,FILE_ABRE,FILE_WxH,AHASH_DIST_0..64,STATUS,COM_ULTIMA_ALTERACAO,URL_ESPERADA
IAGORA ENTREVISTA - REVOLUÇÃO DA IA (BLOCO 01).mp4,IAGORA ENTREVISTA - REVOLUÇÃO DA IA,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - REVOLUÇÃO DA IA (BLOCO 01).jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:41:40.464000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20REVOLU%C3%87%C3%83O%20DA%20IA%20%28BLOCO%2001%29.jpg
DOC UNIVERSIDADE - SOBRE AGUAS.mp4,DOC UNIVERSIDADE (2025) - SOBRE ÁGUAS,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - SOBRE AGUAS.jpg,C:\EPG\thumbs\DOC UNIVERSIDADE - SOBRE AGUAS.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-19 10:17:57.409000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20SOBRE%20AGUAS.jpg
EDUCAÇÃO ANTIRRACISTA - GIVANIA MARIA DA SILVA.mp4,EDUCAÇÃO ANTIRRACISTA - GIVANIA MARIA DA SILVA,1,1,160x90,C:\EPG\thumbs\EDUCAÇÃO ANTIRRACISTA - GIVANIA MARIA DA SILVA.jpg,C:\EPG\thumbs\EDUCAÇÃO ANTIRRACISTA - GIVANIA MARIA DA SILVA.jpg,1,160x90,0,OK,2025-09-02 09:54:06.879000,https://app.tvufop.com.br/epg/EDUCA%C3%87%C3%83O%20ANTIRRACISTA%20-%20GIVANIA%20MARIA%20DA%20SILVA.jpg
EDUCAÇÃO ANTIRRACISTA - GRAZIELA GONÇALVES.mp4,EDUCAÇÃO ANTIRRACISTA - GRAZIELA GONÇALVES,1,1,160x90,C:\EPG\thumbs\EDUCAÇÃO ANTIRRACISTA - GRAZIELA GONÇALVES.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-04-02 13:29:21.494000,https://app.tvufop.com.br/epg/EDUCA%C3%87%C3%83O%20ANTIRRACISTA%20-%20GRAZIELA%20GON%C3%87ALVES.jpg
"DOC UNIVERSIDADE - ALEM DE PRETO, VIADO.mp4","DOC UNIVERSIDADE (2024) - ALÉM DE PRETO, VIADO",1,0,,"C:\EPG\thumbs\DOC UNIVERSIDADE - ALEM DE PRETO, VIADO.jpg","C:\EPG\thumbs\DOC UNIVERSIDADE - ALEM DE PRETO, VIADO.jpg",1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-19 10:17:52.954000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20ALEM%20DE%20PRETO%2C%20VIADO.jpg
DOC UNIVERSIDADE - AMERICA MINADA.mp4,DOC UNIVERSIDADE (2025) - AMÉRICA MINADA,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - AMERICA MINADA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:53.493000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20AMERICA%20MINADA.jpg
DOC UNIVERSIDADE - EHCIMAKI-KIRWANNHE.mp4,DOC UNIVERSIDADE (2025) - EHCIMAKI-KIRWANHE,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - EHCIMAKI-KIRWANNHE.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:54.932000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20EHCIMAKI-KIRWANNHE.jpg
DOC UNIVERSIDADE - MEDICO INDIGENA.mp4,DOC UNIVERSIDADE (2025) - MÉDICO INDÍGENA,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - MEDICO INDIGENA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:55.776000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20MEDICO%20INDIGENA.jpg
APRESENTACAO HARMONIA E A MAE DA MUSICA.mp4,APRESENTAÇÃO - HARMONIA É A MÃE DA MÚSICA,1,1,160x90,C:\EPG\thumbs\APRESENTACAO HARMONIA E A MAE DA MUSICA.jpg,C:\EPG\thumbs\APRESENTACAO HARMONIA E A MAE DA MUSICA.jpg,1,160x90,1,OK,2025-08-22 13:53:01.282000,https://app.tvufop.com.br/epg/APRESENTACAO%20HARMONIA%20E%20A%20MAE%20DA%20MUSICA.jpg
BOLETIM - PROJETO CANTO COLETIVO.mp4,BOLETIM - PROJETO CANTO COLETIVO DA UFOP,1,0,,C:\EPG\thumbs\BOLETIM - PROJETO CANTO COLETIVO.jpg,C:\EPG\thumbs\BOLETIM - PROJETO CANTO COLETIVO.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-19 09:47:50.949000,https://app.tvufop.com.br/epg/BOLETIM%20-%20PROJETO%20CANTO%20COLETIVO.jpg
IAGORA ENTREVISTA - REVOLUÇÃO DA IA (BLOCO 02).mp4,IAGORA ENTREVISTA - REVOLUÇÃO DA IA,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - REVOLUÇÃO DA IA (BLOCO 02).jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:41:57.381000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20REVOLU%C3%87%C3%83O%20DA%20IA%20%28BLOCO%2002%29.jpg
IAGORA ENTREVISTA - INTELIGÊNCIA ARTIFICIAL E O DESIGN DE APRENDIZAGEM (BLOCO 2) .mp4,IAGORA ENTREVISTA - INTELIGÊNCIA ARTIFICIAL E O DESIGN DE APRENDIZAGEM,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - INTELIGÊNCIA ARTIFICIAL E O DESIGN DE APRENDIZAGEM (BLOCO 2) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:41:07.862000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20INTELIG%C3%8ANCIA%20ARTIFICIAL%20E%20O%20DESIGN%20DE%20APRENDIZAGEM%20%28BLOCO%202%29%20.jpg
IAGORA ENTREVISTA - COMPLEXIDADE COGNITIVA EM PROGRAMAÇÃO (BLOCO 2) .mp4,IAGORA ENTREVISTA - COMPLEXIDADE COGNITIVA,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - COMPLEXIDADE COGNITIVA EM PROGRAMAÇÃO (BLOCO 2) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:03:37.679000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20COMPLEXIDADE%20COGNITIVA%20EM%20PROGRAMA%C3%87%C3%83O%20%28BLOCO%202%29%20.jpg
SALA DE CONVIDADOS - POLÍTICA GLOBAL DE DROGAS .mp4,SALA DE CONVIDADOS - POLÍTICA GLOBAL DE DROGAS,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS - POLÍTICA GLOBAL DE DROGAS .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-05-09 09:54:44.817000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20-%20POL%C3%8DTICA%20GLOBAL%20DE%20DROGAS%20.jpg
IAGORA ENTREVISTA - INTELIGÊNCIA ARTIFICIAL E O DESIGN DE APRENDIZAGEM (BLOCO 1) .mp4,IAGORA ENTREVISTA - INTELIGÊNCIA ARTIFICIAL E O DESIGN DE APRENDIZAGEM,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - INTELIGÊNCIA ARTIFICIAL E O DESIGN DE APRENDIZAGEM (BLOCO 1) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:40:53.481000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20INTELIG%C3%8ANCIA%20ARTIFICIAL%20E%20O%20DESIGN%20DE%20APRENDIZAGEM%20%28BLOCO%201%29%20.jpg
IAGORA ENTREVISTA - COMPLEXIDADE COGNITIVA EM PROGRAMAÇÃO (BLOCO 1) .mp4,IAGORA ENTREVISTA - COMPLEXIDADE COGNITIVA,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - COMPLEXIDADE COGNITIVA EM PROGRAMAÇÃO (BLOCO 1) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:03:25.912000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20COMPLEXIDADE%20COGNITIVA%20EM%20PROGRAMA%C3%87%C3%83O%20%28BLOCO%201%29%20.jpg
UFOP E CINEMA .mp4,UFOP É CINEMA,1,1,160x90,C:\EPG\thumbs\UFOP E CINEMA .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-17 10:11:39.548000,https://app.tvufop.com.br/epg/UFOP%20E%20CINEMA%20.jpg
CRIANCA ALFABETIZADA - EP 09.mp4,CRIANÇA ALFABETIZADA - EP9 - PROJETOS DIDÁTICOS,1,0,,C:\EPG\thumbs\CRIANCA ALFABETIZADA - EP 09.jpg,C:\EPG\thumbs\CRIANCA ALFABETIZADA - EP 09.jpg,1,160x90,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM,2025-09-19 10:10:47.870000,https://app.tvufop.com.br/epg/CRIANCA%20ALFABETIZADA%20-%20EP%2009.jpg
CONCERTOS DIDÁTICOS I ARCO MUSICAL.mp4,CONCERTOS DIDÁTICOS (2017) - ARCO MUSICAL,1,0,,C:\EPG\thumbs\CONCERTOS DIDÁTICOS I ARCO MUSICAL.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 09:53:54.507000,https://app.tvufop.com.br/epg/CONCERTOS%20DID%C3%81TICOS%20I%20ARCO%20MUSICAL.jpg
DOC UNIVERSIDADE - PINDORAMA.mp4,DOC UNIVERSIDADE (2025) - PINDORAMA,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - PINDORAMA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:56.583000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20PINDORAMA.jpg
DOC UNIVERSIDADE - CERAMICA NO PARACURI.mp4,DOC UNIVERSIDADE (2025) - CERÂMICA NO PARACURI,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - CERAMICA NO PARACURI.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:54.060000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20CERAMICA%20NO%20PARACURI.jpg
DOC UNIVERSIDADE - DEPOIS DO TEMPO BOM E DO FIM DE SEMANA.mp4,DOC UNIVERSIDADE (2025) - DEPOIS DO TEMPO BOM E DO FIM DE SEMANA,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - DEPOIS DO TEMPO BOM E DO FIM DE SEMANA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:54.641000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20DEPOIS%20DO%20TEMPO%20BOM%20E%20DO%20FIM%20DE%20SEMANA.jpg
LUGAR DE MULHER - MARIA EUNICE MORAIS.mp4,LUGAR DE MULHER - MARIA EUNICE MORAIS,1,1,160x90,C:\EPG\thumbs\LUGAR DE MULHER - MARIA EUNICE MORAIS.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-02-25 12:48:08.634000,https://app.tvufop.com.br/epg/LUGAR%20DE%20MULHER%20-%20MARIA%20EUNICE%20MORAIS.jpg
SALA DE CONVIDADOS - MULHERES E MENINAS NA CIÊNCIA.mp4,SALA DE CONVIDADOS - MULHERES E MENINAS,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS - MULHERES E MENINAS NA CIÊNCIA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-02-28 11:05:01.338000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20-%20MULHERES%20E%20MENINAS%20NA%20CI%C3%8ANCIA.jpg
DOC UNIVERSIDADE - SANTA TERRA MORRO DA GURITA.mp4,DOC UNIVERSIDADE (2025) - SANTA TERRA MORRO DA GURITA,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - SANTA TERRA MORRO DA GURITA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:57.134000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20SANTA%20TERRA%20MORRO%20DA%20GURITA.jpg
SALA DE CONVIDADOS - JORNADA DE TRABALHO 6X1 .mp4,SALA DE CONVIDADOS - JORNADA DE TRABALHO 6X1,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS - JORNADA DE TRABALHO 6X1 .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-02-28 11:06:45.906000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20-%20JORNADA%20DE%20TRABALHO%206X1%20.jpg
DOC UNIVERSIDADE - MUSEU DA ANIMACAO.mp4,DOC UNIVERSIDADE (2025) - MUSEU DA ANIMAÇÃO,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - MUSEU DA ANIMACAO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:56.046000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20MUSEU%20DA%20ANIMACAO.jpg
O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 06.mp4,O SUMIÇO DE SANTO ANTÔNIO - EP6,1,1,160x90,C:\EPG\thumbs\O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 06.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-01 13:14:15.364000,https://app.tvufop.com.br/epg/O%20SUMI%C3%87O%20DE%20SANTO%20ANT%C3%94NIO%20-%20EPIS%C3%93DIO%2006.jpg
SALA DE CONVIDADOS - PREÇO DA COMIDA.mp4,SALA DE CONVIDADOS - PREÇO DA COMIDA,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS - PREÇO DA COMIDA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-02-28 11:04:46.605000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20-%20PRE%C3%87O%20DA%20COMIDA.jpg
O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 01.mp4,O SUMIÇO DE SANTO ANTÔNIO - EP1,1,1,160x90,C:\EPG\thumbs\O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 01.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-01 13:13:27.780000,https://app.tvufop.com.br/epg/O%20SUMI%C3%87O%20DE%20SANTO%20ANT%C3%94NIO%20-%20EPIS%C3%93DIO%2001.jpg
O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 02.mp4,O SUMIÇO DE SANTO ANTÔNIO - EP2,1,1,160x90,C:\EPG\thumbs\O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 02.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-01 13:13:38.412000,https://app.tvufop.com.br/epg/O%20SUMI%C3%87O%20DE%20SANTO%20ANT%C3%94NIO%20-%20EPIS%C3%93DIO%2002.jpg
O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 03.mp4,O SUMIÇO DE SANTO ANTÔNIO - EP3,1,1,160x90,C:\EPG\thumbs\O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 03.jpg,C:\EPG\thumbs\O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 03.jpg,1,160x90,0,OK,2025-09-01 13:13:47.380000,https://app.tvufop.com.br/epg/O%20SUMI%C3%87O%20DE%20SANTO%20ANT%C3%94NIO%20-%20EPIS%C3%93DIO%2003.jpg
O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 04.mp4,O SUMIÇO DE SANTO ANTÔNIO - EP4,1,1,160x90,C:\EPG\thumbs\O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 04.jpg,C:\EPG\thumbs\O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 04.jpg,1,160x90,0,OK,2025-09-01 13:13:58.140000,https://app.tvufop.com.br/epg/O%20SUMI%C3%87O%20DE%20SANTO%20ANT%C3%94NIO%20-%20EPIS%C3%93DIO%2004.jpg
DOC UNIVERSIDADE- TERRA SEM PECADO.mp4,DOC UNIVERSIDADE (2025) - TERRA SEM PECADO,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE- TERRA SEM PECADO.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:57.683000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE-%20TERRA%20SEM%20PECADO.jpg
O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 05.mp4,O SUMIÇO DE SANTO ANTÔNIO - EP5,1,1,160x90,C:\EPG\thumbs\O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 05.jpg,C:\EPG\thumbs\O SUMIÇO DE SANTO ANTÔNIO - EPISÓDIO 05.jpg,1,160x90,0,OK,2025-09-01 13:14:06.524000,https://app.tvufop.com.br/epg/O%20SUMI%C3%87O%20DE%20SANTO%20ANT%C3%94NIO%20-%20EPIS%C3%93DIO%2005.jpg
IAGORA ENTREVISTA - IA E ANÁLISE DE DADOS (BLOCO 1) .mp4,IAGORA ENTREVISTA - IA E ANÁLISE DE DADOS,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - IA E ANÁLISE DE DADOS (BLOCO 1) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:24:30.460000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20IA%20E%20AN%C3%81LISE%20DE%20DADOS%20%28BLOCO%201%29%20.jpg
LUGAR DE MULHER - MARCIA BARBOSA .mp4,LUGAR DE MULHER - MARCIA BARBOSA,1,1,160x90,C:\EPG\thumbs\LUGAR DE MULHER - MARCIA BARBOSA .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-07 09:22:41.355000,https://app.tvufop.com.br/epg/LUGAR%20DE%20MULHER%20-%20MARCIA%20BARBOSA%20.jpg
IAGORA ENTREVISTA - IA E SUSTENTABILIDADE (BLOCO 2) .mp4,IAGORA ENTREVISTA - IA E SUSTENTABILIDADE,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - IA E SUSTENTABILIDADE (BLOCO 2) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:35:50.066000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20IA%20E%20SUSTENTABILIDADE%20%28BLOCO%202%29%20.jpg
DOC UNIVERSIDADE - CIDADE DUAL.mp4,DOC UNIVERSIDADE (2025) - CIDADE DUAL,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - CIDADE DUAL.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:54.362000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20CIDADE%20DUAL.jpg
IAGORA ENTREVISTA - IA E ANÁLISE DE DADOS (BLOCO 2) .mp4,IAGORA ENTREVISTA - IA E ANÁLISE DE DADOS,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - IA E ANÁLISE DE DADOS (BLOCO 2) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:24:43.308000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20IA%20E%20AN%C3%81LISE%20DE%20DADOS%20%28BLOCO%202%29%20.jpg
DOC UNIVERSIDADE - IDAS E VINDAS.mp4,DOC UNIVERSIDADE (2025) - IDAS E VINDAS,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - IDAS E VINDAS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:55.213000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20IDAS%20E%20VINDAS.jpg
DOC UNIVERSIDADE - O ALVORECER DOS NEGROS NO BRASIL.mp4,DOC UNIVERSIDADE (2025) - O ALVORECER DOS NEGROS NO BRASIL,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - O ALVORECER DOS NEGROS NO BRASIL.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:56.318000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20O%20ALVORECER%20DOS%20NEGROS%20NO%20BRASIL.jpg
DOC UNIVERSIDADE - TRILHA DOS PIGMENTOS.mp4,DOC UNIVERSIDADE (2025) - TRILHA DOS PIGMENTOS,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE - TRILHA DOS PIGMENTOS.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:57.800000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20-%20TRILHA%20DOS%20PIGMENTOS.jpg
EXCLUSIVA - BATALA.mp4,EXCLUSIVA - BATALA,1,1,160x90,C:\EPG\thumbs\EXCLUSIVA - BATALA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-06 10:00:36.103000,https://app.tvufop.com.br/epg/EXCLUSIVA%20-%20BATALA.jpg
"Vídeos, podcasts, TVs e rádios universitárias_ isso é Eduplay (1080p).mp4",RNP - EDUPLAY,1,1,160x90,"C:\EPG\thumbs\Vídeos, podcasts, TVs e rádios universitárias_ isso é Eduplay (1080p).jpg",,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-06 12:27:27.441000,https://app.tvufop.com.br/epg/V%C3%ADdeos%2C%20podcasts%2C%20TVs%20e%20r%C3%A1dios%20universit%C3%A1rias_%20isso%20%C3%A9%20Eduplay%20%281080p%29.jpg
IAGORA ENTREVISTA - IA E SUSTENTABILIDADE (BLOCO 1) .mp4,IAGORA ENTREVISTA - IA E SUSTENTABILIDADE,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - IA E SUSTENTABILIDADE (BLOCO 1) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:35:36.465000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20IA%20E%20SUSTENTABILIDADE%20%28BLOCO%201%29%20.jpg
DOC UNIVERSIDADE I FRUTOS DA FIGUEIRA.mp4,DOC UNIVERSIDADE (2022) - FRUTOS DA FIGUEIRA,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE I FRUTOS DA FIGUEIRA.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:49.094000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20FRUTOS%20DA%20FIGUEIRA.jpg
SALA DE CONVIDADOS - TRANSFORMAÇÃO DIGITAL NA SAÚDE PÚBLICA.mp4,SALA DE CONVIDADOS - TRANSFORMAÇÃO DIGITAL NA SAÚDE PÚBLICA,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS - TRANSFORMAÇÃO DIGITAL NA SAÚDE PÚBLICA.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-03-13 09:40:12.594000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20-%20TRANSFORMA%C3%87%C3%83O%20DIGITAL%20NA%20SA%C3%9ADE%20P%C3%9ABLICA.jpg
GRUFOP - EPISÓDIO 5.mp4,GRUFOP - EPISÓDIO 5,1,1,160x90,C:\EPG\thumbs\GRUFOP - EPISÓDIO 5.jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-07-30 15:20:42.417000,https://app.tvufop.com.br/epg/GRUFOP%20-%20EPIS%C3%93DIO%205.jpg
IAGORA ENTREVISTA - IA NA SALA DE AULA (BLOCO 1) .mp4,IAGORA ENTREVISTA - IA NA SALA DE AULA,1,1,160x90,C:\EPG\thumbs\IAGORA ENTREVISTA - IA NA SALA DE AULA (BLOCO 1) .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-09-02 10:37:38.082000,https://app.tvufop.com.br/epg/IAGORA%20ENTREVISTA%20-%20IA%20NA%20SALA%20DE%20AULA%20%28BLOCO%201%29%20.jpg
SALA DE CONVIDADOS - DIREITOS REPRODUTIVOS DA MULHER .mp4,SALA DE CONVIDADOS - DIREITOS REPRODUTIVOS DA MULHER,1,1,160x90,C:\EPG\thumbs\SALA DE CONVIDADOS - DIREITOS REPRODUTIVOS DA MULHER .jpg,,0,,,ARQUIVO_NAO_ENCONTRADO,2025-05-09 09:54:10.533000,https://app.tvufop.com.br/epg/SALA%20DE%20CONVIDADOS%20-%20DIREITOS%20REPRODUTIVOS%20DA%20MULHER%20.jpg
CRIANCA ALFABETIZADA - EP 01.mp4,CRIANÇA ALFABETIZADA - EP1 - ALFABETIZAÇÃO,1,0,,C:\EPG\thumbs\CRIANCA ALFABETIZADA - EP 01.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:10:47.494000,https://app.tvufop.com.br/epg/CRIANCA%20ALFABETIZADA%20-%20EP%2001.jpg
DOC UNIVERSIDADE I AQUI A VIDA É ASSIM.mp4,DOC UNIVERSIDADE (2021) - AQUI A VIDA É ASSIM,1,0,,C:\EPG\thumbs\DOC UNIVERSIDADE I AQUI A VIDA É ASSIM.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:17:45.794000,https://app.tvufop.com.br/epg/DOC%20UNIVERSIDADE%20I%20AQUI%20A%20VIDA%20%C3%89%20ASSIM.jpg
CRIANCA ALFABETIZADA - EP 02.mp4,CRIANÇA ALFABETIZADA - EP2 - DECISÕES PEDAGÓGICAS,1,0,,C:\EPG\thumbs\CRIANCA ALFABETIZADA - EP 02.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:10:47.589000,https://app.tvufop.com.br/epg/CRIANCA%20ALFABETIZADA%20-%20EP%2002.jpg
CRIANCA ALFABETIZADA - EP 03.mp4,CRIANÇA ALFABETIZADA - EP3 - AMBIENTE ALFABETIZADO,1,0,,C:\EPG\thumbs\CRIANCA ALFABETIZADA - EP 03.jpg,,0,,,BLOB_CORROMPIDO_OU_NAO_E_IMAGEM|ARQUIVO_NAO_ENCONTRADO,2025-09-19 10:10:47.654000,https://app.tvufop.com.br/epg/CRIANCA%20ALFABETIZADA%20-%20EP%2003.jpg
